2021-09-06T21:35:30.464Z, [fcamara] info: message
2021-09-06T21:41:07.076Z, [fcamara] info: message
2021-09-06T21:45:40.255Z, [fcamara] info: message
2021-09-06T21:45:43.282Z, [fcamara] info: message
2021-09-07T00:26:14.153Z, [fcamara] info: message
2021-09-07T13:24:43.527Z, [fcamara] info: message
2021-09-07T13:29:50.405Z, [fcamara] info: message
2021-09-07T14:50:45.062Z, [fcamara] info: message
2021-09-07T15:10:57.177Z, [fcamara] info: message
2021-09-07T15:19:54.872Z, [fcamara] info: message
2021-09-07T16:29:09.156Z, [fcamara] info: message
2021-09-07T16:35:13.737Z, [fcamara] info: message
2021-09-07T16:37:43.628Z, [fcamara] info: message
2021-09-07T16:37:58.447Z, [fcamara] info: message
2021-09-07T16:38:09.484Z, [fcamara] info: message
2021-09-07T16:38:14.888Z, [fcamara] info: message
2021-09-07T17:22:31.628Z, [fcamara] info: message
2021-09-07T17:24:06.207Z, [fcamara] info: message
2021-09-07T17:24:10.648Z, [fcamara] info: message
2021-09-07T17:24:21.488Z, [fcamara] info: message
2021-09-07T17:25:03.690Z, [fcamara] info: message
2021-09-07T17:27:47.115Z, [fcamara] info: message
2021-09-07T17:30:11.225Z, [fcamara] info: message
2021-09-07T17:45:14.604Z, [fcamara] info: message
2021-09-07T17:47:49.208Z, [fcamara] info: message
2021-09-07T18:31:32.623Z, [fcamara] info: message
2021-09-07T18:31:49.024Z, [fcamara] info: message
2021-09-07T18:31:54.689Z, [fcamara] info: message
2021-09-07T18:31:59.744Z, [fcamara] info: message
2021-09-07T18:34:26.349Z, [fcamara] info: message
2021-09-07T18:36:19.824Z, [fcamara] info: message
2021-09-07T18:36:56.728Z, [fcamara] info: message
